Name,State,Enrollment
Mercer University,GA,4699.0
Morehouse College,GA,2554.0
Morehouse School of Medicine,GA,
North Georgia Technical College,GA,1970.0
Oglethorpe University,GA,1408.0
Paine College,GA,241.0
Piedmont University,GA,1213.0
Miami Ad School-Atlanta,GA,66.0
Reinhardt University,GA,1051.0
Savannah Technical College,GA,3193.0
Savannah College of Art and Design,GA,12542.0
Savannah State University,GA,3021.0
Shorter University,GA,1183.0
South Georgia Technical College,GA,1298.0
The Creative Circus,GA,144.0
Spelman College,GA,2417.0
Thomas University,GA,688.0
Toccoa Falls College,GA,784.0
Truett McConnell University,GA,838.0
Wiregrass Georgia Technical College,GA,2350.0
Valdosta State University,GA,8421.0
Wesleyan College,GA,574.0
University of West Georgia,GA,8572.0
Young Harris College,GA,892.0
Chaminade University of Honolulu,HI,1536.0
University of Hawaii at Hilo,HI,2630.0
University of Hawaii at Manoa,HI,13839.0
Hawaii Institute of Hair Design,HI,72.0
Hawaii Pacific University,HI,2726.0
Honolulu Community College,HI,2099.0
Kapiolani Community College,HI,4039.0
Kauai Community College,HI,817.0
Leeward Community College,HI,4085.0
University of Hawaii Maui College,HI,1915.0
University of Hawaii-West Oahu,HI,2651.0
Windward Community College,HI,1028.0
Carrington College-Boise,ID,489.0
Boise Bible College,ID,88.0
Boise State University,ID,17075.0
College of Eastern Idaho,ID,1326.0
Idaho State University,ID,6842.0
University of Idaho,ID,6861.0
The College of Idaho,ID,1118.0
Lewis-Clark State College,ID,2441.0
Aveda Institute-Twin Falls,ID,90.0
Mr Leon's School of Hair Design-Moscow,ID,11.0
North Idaho College,ID,3018.0
Northwest Nazarene University,ID,1172.0
Nathan Layne Institute of Cosmetology,ID,43.0
Brigham Young University-Idaho,ID,43532.0
College of Southern Idaho,ID,3550.0
Adler University,IL,0.0
American Academy of Art College,IL,145.0
American Islamic College,IL,5.0
School of the Art Institute of Chicago,IL,2795.0
Augustana College,IL,2317.0
Aurora University,IL,4076.0
Southwestern Illinois College,IL,5738.0
Bethany Theological Seminary,IN,
Black Hawk College,IL,2308.0
Blackburn College,IL,384.0
Blessing Rieman College of Nursing and Health Sciences,IL,141.0
Bradley University,IL,4319.0
Paul Mitchell The School Tinley Park,IL,224.0
Cameo Beauty Academy,IL,116.0
Cannella School of Hair Design-Villa Park,IL,40.0
Cannella School of Hair Design-Chicago,IL,32.0
Cannella School of Hair Design-Chicago,IL,39.0
Capri Beauty College,IL,47.0
Carl Sandburg College,IL,1108.0
Catholic Theological Union at Chicago,IL,
Midwestern University-Downers Grove,IL,
The Chicago School of Professional Psychology at Chicago,IL,30.0
Chicago State University,IL,1496.0
Chicago Theological Seminary,IL,
University of Chicago,IL,7558.0
City Colleges of Chicago-Kennedy-King College,IL,1081.0
City Colleges of Chicago-Malcolm X College,IL,5224.0
City Colleges of Chicago-Olive-Harvey College,IL,965.0
City Colleges of Chicago-Harry S Truman College,IL,2132.0
City Colleges of Chicago-Richard J Daley College,IL,2203.0
City Colleges of Chicago-Harold Washington College,IL,4216.0
City Colleges of Chicago-Wilbur Wright College,IL,4537.0
Columbia College Chicago,IL,6458.0
Concordia University-Chicago,IL,1370.0
Danville Area Community College,IL,1264.0
Tricoci University of Beauty Culture,IL,134.0
DePaul University,IL,14059.0
Cosmetology & Spa Academy,IL,436.0
College of DuPage,IL,14801.0
East-West University,IL,487.0
Eastern Illinois University,IL,4616.0
Elgin Community College,IL,6347.0
Elmhurst University,IL,2791.0
Eureka College,IL,468.0
First Institute of Travel Inc.,IL,283.0
Fox College,IL,308.0
Garrett-Evangelical Theological Seminary,IL,
Gem City College,IL,48.0
Governors State University,IL,2698.0
Graham Hospital School of Nursing,IL,52.0
Greenville University,IL,828.0
G Skin & Beauty Institute,IL,500.0
Hair Professionals Career College,IL,75.0
Hair Professionals School of Cosmetology,IL,114.0
Hebrew Theological College,IL,81.0
Highland Community College,IL,901.0
Rosalind Franklin University of Medicine and Science,IL,
University of Illinois Chicago,IL,22011.0
Benedictine University,IL,2174.0
Illinois College of Optometry,IL,
University of Illinois Urbana-Champaign,IL,33889.0
Illinois Wesleyan University,IL,1646.0
Illinois Central College,IL,4800.0
Illinois College,IL,1088.0
Olney Central College,IL,585.0
Illinois Institute of Technology,IL,2889.0
Illinois State University,IL,17632.0
Illinois Valley Community College,IL,1853.0
Institute for Clinical Social Work,IL,
John A Logan College,IL,2157.0
John Wood Community College,IL,1370.0
Joliet Junior College,IL,8937.0
Judson University,IL,923.0
Kankakee Community College,IL,1837.0
Kaskaskia College,IL,1740.0
Kishwaukee College,IL,1731.0
Knox College,IL,1140.0
Educators of Beauty College of Cosmetology-Peru,IL,48.0
College of Lake County,IL,9124.0
Lake Forest College,IL,1657.0
Lake Forest Graduate School of Management,IL,
Lake Land College,IL,2439.0
Lakeview College of Nursing,IL,152.0
Lewis and Clark Community College,IL,2417.0
Lewis University,IL,3799.0
Lincoln Christian University,IL,284.0
Lincoln College,IL,795.0
Lincoln Land Community College,IL,3959.0
Lincoln College of Technology-Melrose Park,IL,1184.0
Loyola University Chicago,IL,11739.0
Lutheran School of Theology at Chicago,IL,
Trinity College of Nursing & Health Sciences,IL,108.0
Steven Papageorge Hair Academy,IL,74.0
Generations College,IL,258.0
McCormick Theological Seminary,IL,
McHenry County College,IL,4595.0
McKendree University,IL,1436.0
Meadville Theological School of Lombard College,IL,
Methodist College,IL,514.0
Millikin University,IL,1719.0
Monmouth College,IL,750.0
Moody Bible Institute,IL,1878.0
Moraine Valley Community College,IL,7443.0
Morrison Institute of Technology,IL,74.0
Morton College,IL,2702.0
National Louis University,IL,3485.0
National University of Health Sciences,IL,19.0
Cosmetology Concepts Niles,IL,55.0
North Central College,IL,2384.0
North Park University,IL,1834.0
Northern Baptist Theological Seminary,IL,
Northern Illinois University,IL,11819.0
Northwestern University,IL,8691.0
Northeastern Illinois University,IL,4547.0
Oakton Community College,IL,6862.0
Oehrlein School of Cosmetology,IL,45.0
Olivet Nazarene University,IL,2599.0
Parkland College,IL,3272.0
Prairie State College,IL,2306.0
Principia College,IL,318.0
Professional's Choice Hair Design Academy,IL,41.0
Quincy University,IL,966.0
Rend Lake College,IL,1211.0
Richland Community College,IL,1442.0
Rock Valley College,IL,4636.0
Rockford University,IL,956.0
Roosevelt University,IL,2585.0
Dominican University,IL,2034.0
Rush University,IL,118.0
Saint Francis Medical Center College of Nursing,IL,272.0
University of St Francis,IL,1519.0
St. John's College-Department of Nursing,IL,93.0
Saint Xavier University,IL,3087.0
University of Illinois Springfield,IL,2441.0
Sauk Valley Community College,IL,1076.0
Shawnee Community College,IL,667.0
St. Augustine College,IL,714.0
University of Saint Mary of the Lake,IL,
Southeastern Illinois College,IL,634.0
National Latino Education Institute,IL,0.0
Spertus College,IL,
Spoon River College,IL,821.0
Saint Anthony College of Nursing,IL,189.0
Educators of Beauty College of Cosmetology-Sterling,IL,35.0
Southern Illinois University-Carbondale,IL,7973.0
Southern Illinois University-Edwardsville,IL,9903.0
Taylor Business Institute,IL,231.0
Telshe Yeshiva-Chicago,IL,73.0
South Suburban College,IL,2032.0
Tri-County Beauty Academy,IL,9.0
Trinity Christian College,IL,832.0
Trinity International University-Illinois,IL,476.0
Triton College,IL,6500.0
University of Spa & Cosmetology Arts,IL,151.0
VanderCook College of Music,IL,72.0
Waubonsee Community College,IL,5591.0
Oak Point University,IL,506.0
Western Illinois University,IL,5268.0
Wheaton College,IL,2301.0
William Rainey Harper College,IL,9111.0
Anderson University,IN,1137.0
Ball State University,IN,13896.0
Bethel University,IN,1144.0
Butler University,IN,4388.0
Calumet College of Saint Joseph,IN,522.0
Christian Theological Seminary,IN,
College of Court Reporting Inc,IN,117.0
Concordia Theological Seminary,IN,
Tricoci University of Beauty Culture-Highland,IN,296.0
DePauw University,IN,1708.0
Don Roberts School of Hair Design,IN,9.0
Earlham College,IN,653.0
University of Evansville,IN,1554.0
Franklin College,IN,880.0
Goshen College,IN,725.0
Grace College and Theological Seminary,IN,1426.0
Hanover College,IN,1000.0
J Michael Harrold Beauty Academy,IN,131.0
Holy Cross College,IN,445.0
PJ's College of Cosmetology-Clarksville,IN,224.0
Huntington University,IN,1002.0
Ivy Tech Community College,IN,51522.0
Purdue University Fort Wayne,IN,5708.0
Indiana University-Purdue University-Indianapolis,IN,18707.0
University of Indianapolis,IN,3954.0
Indiana Institute of Technology,IN,1380.0
University of Southern Indiana,IN,6031.0
Indiana State University,IN,7653.0
Indiana University-Kokomo,IN,2612.0
Indiana University-South Bend,IN,3791.0
Indiana University-Bloomington,IN,33995.0
Indiana University-Northwest,IN,2941.0
Indiana University-Southeast,IN,3427.0
Indiana University-East,IN,2639.0
International Business College-Indianapolis,IN,224.0
Taylor Institute of Cosmetology II,IN,52.0
Tricoci University of Beauty Culture-Lafayette,IN,104.0
Lincoln College of Technology-Indianapolis,IN,1124.0
Manchester University,IN,977.0
Marian University,IN,2668.0
Indiana Wesleyan University-Marion,IN,2268.0
Martin University,IN,180.0
Anabaptist Mennonite Biblical Seminary,IN,
Mid-America College of Funeral Service,IN,271.0
West Michigan College of Barbering and Beauty,MI,88.0
University of Notre Dame,IN,8950.0
Oakland City University,IN,584.0
PJ's College of Cosmetology-Richmond,IN,53.0
Ravenscroft Beauty College,IN,146.0
Rogers Academy of Hair Design,IN,109.0
Rose-Hulman Institute of Technology,IN,2075.0
University of Saint Francis-Fort Wayne,IN,1724.0
Saint Mary-of-the-Woods College,IN,784.0
Saint Mary's College,IN,1375.0
Saint Meinrad School of Theology,IN,
Saint Elizabeth School of Nursing,IN,156.0
Taylor University,IN,1713.0
Trine University,IN,2254.0
Valparaiso University,IN,2493.0
Vincennes Beauty College,IN,42.0
Vincennes University,IN,4136.0
Wabash College,IN,840.0
Allen College,IA,314.0
Briar Cliff University,IA,648.0
Buena Vista University,IA,1451.0
Capri College-Dubuque,IA,148.0
Capri College-Cedar Rapids,IA,144.0
Central College,IA,1106.0
Clarke University,IA,702.0
Coe College,IA,1347.0
Cornell College,IA,1045.0
Des Moines Area Community College,IA,10175.0
Divine Word College,IA,67.0
Dordt University,IA,1411.0
Drake University,IA,2857.0
University of Dubuque,IA,1582.0
Ellsworth Community College,IA,574.0
Emmaus Bible College,IA,176.0
Eastern Iowa Community College District,IA,3435.0
Faith Baptist Bible College and Theological Seminary,IA,297.0
Graceland University-Lamoni,IA,922.0
Grand View University,IA,1532.0
Grinnell College,IA,1713.0
Orion Technical College,IA,103.0
Hawkeye Community College,IA,2714.0
American Hair Academy,IA,26.0
Indian Hills Community College,IA,1814.0
Iowa Central Community College,IA,2938.0
Iowa Lakes Community College,IA,920.0
UnityPoint Health-Des Moines School of Radiologic Technology,IA,14.0
Iowa School of Beauty-Des Moines,IA,48.0
Iowa State University,IA,25537.0
Iowa Wesleyan University,IA,717.0
Iowa Western Community College,IA,3481.0
University of Iowa,IA,21198.0
Kirkwood Community College,IA,7778.0
La James International College-Cedar Falls,IA,23.0
La James International College-Johnston,IA,46.0
La James College of Hairstyling and Cosmetology,IA,44.0
La James International College-Ft Dodge,IA,14.0
Loras College,IA,1236.0
Luther College,IA,1732.0
Maharishi International University,IA,652.0
Marshalltown Community College,IA,803.0
Mercy College of Health Sciences,IA,950.0
Morningside University,IA,1188.0
Mount Mercy University,IA,1280.0
Ashford University,CA,31534.0
North Iowa Area Community College,IA,1391.0
University of Northern Iowa,IA,7812.0
Northwestern College,IA,1030.0
Northeast Iowa Community College,IA,1769.0
Northwest Iowa Community College,IA,779.0
Des Moines University-Osteopathic Medical Center,IA,
Iowa School of Beauty-Ottumwa,IA,10.0
Palmer College of Chiropractic,IA,39.0
PCI Academy-Ames,IA,133.0
Saint Ambrose University,IA,2220.0
St Luke's College,IA,202.0
La James International College-Davenport,IA,74.0
Simpson College,IA,1167.0
Southeastern Community College,IA,1497.0
Southwestern Community College,IA,749.0
Capri College-Davenport,IA,140.0
Iowa School of Beauty-Sioux City,IA,14.0
E Q School of Hair Design,IA,41.0
Upper Iowa University,IA,2323.0
Waldorf University,IA,2034.0
Wartburg College,IA,1505.0
Wartburg Theological Seminary,IA,
The Salon Professional Academy-Cedar Falls,IA,96.0
Western Iowa Tech Community College,IA,2657.0
William Penn University,IA,1263.0
Allen County Community College,KS,1224.0
Baker University,KS,1206.0
Barton County Community College,KS,2157.0
Benedictine College,KS,2073.0
Bethany College,KS,690.0
Bethel College-North Newton,KS,478.0
Butler Community College,KS,6129.0
Central Christian College of Kansas,KS,497.0
Cloud County Community College,KS,781.0
Coffeyville Community College,KS,890.0
Colby Community College,KS,827.0
Cowley County Community College,KS,1785.0
Dodge City Community College,KS,1040.0
Donnelly College,KS,343.0
Emporia State University,KS,2859.0
Flint Hills Technical College,KS,338.0
Fort Hays State University,KS,11024.0
Barclay College,KS,162.0
Friends University,KS,978.0
Fort Scott Community College,KS,990.0
Garden City Community College,KS,1408.0
Haskell Indian Nations University,KS,700.0
Hays Academy of Hair Design,KS,94.0
Hesston College,KS,331.0
Highland Community College,KS,1511.0
Hutchinson Community College,KS,3137.0
Independence Community College,KS,518.0
Johnson County Community College,KS,10583.0
Concorde Career College-Kansas City,MO,668.0
Kansas City Kansas Community College,KS,3357.0
Kansas Christian College,KS,127.0
University of Kansas,KS,18427.0
Newman University,KS,865.0
Old Town Barber College-Wichita,KS,71.0
Kansas State University,KS,15372.0
Kansas Wesleyan University,KS,758.0
Washburn Institute of Technology,KS,1227.0
Labette Community College,KS,1401.0
Manhattan Area Technical College,KS,363.0
Manhattan Christian College,KS,153.0
McPherson College,KS,825.0
MidAmerica Nazarene University,KS,1008.0
Neosho County Community College,KS,813.0
North Central Kansas Technical College,KS,457.0
Northwest Kansas Technical College,KS,321.0
Ottawa University-Ottawa,KS,786.0
Ottawa University-Kansas City,KS,283.0
Pittsburg State University,KS,4292.0
Pratt Community College,KS,561.0
University of Saint Mary,KS,791.0
Salina Area Technical College,KS,260.0
Seward County Community College,KS,1071.0
Southwestern College,KS,1145.0
Sterling College,KS,599.0
Tabor College,KS,555.0
Washburn University,KS,3984.0
Wichita State University-Campus of Applied Sciences and Technology,KS,2305.0
Wichita State University,KS,10466.0
Wichita Technical Institute,KS,1012.0
Alice Lloyd College,KY,613.0
Asbury University,KY,1335.0
Asbury Theological Seminary,KY,
Ashland Community and Technical College,KY,1665.0
Barrett and Company School of Hair Design,KY,27.0
Bellarmine University,KY,2356.0
