Name,State,Enrollment
Bryant & Stratton College-Virginia Beach,VA,1239.0
Mountain Gateway Community College,VA,511.0
Danville Community College,VA,1312.0
Eastern Virginia Medical School,VA,
Centura College-Virginia Beach,VA,113.0
Emory & Henry College,VA,1072.0
Eastern Mennonite University,VA,916.0
Eastern Shore Community College,VA,393.0
Ferrum College,VA,860.0
George Mason University,VA,26339.0
Germanna Community College,VA,5261.0
Hampden-Sydney College,VA,851.0
Hampton University,VA,2855.0
Hollins University,VA,713.0
J Sargeant Reynolds Community College,VA,5299.0
James Madison University,VA,19743.0
Brightpoint Community College,VA,5386.0
Liberty University,VA,47179.0
Longwood University,VA,3200.0
Laurel Ridge Community College,VA,3180.0
University of Lynchburg,VA,1614.0
Centra College,VA,304.0
Mary Baldwin University,VA,1458.0
University of Mary Washington,VA,3624.0
Marymount University,VA,1891.0
Sovah School of Health Professions,VA,19.0
Mountain Empire Community College,VA,1268.0
American National University,VA,868.0
New River Community College,VA,1954.0
Sentara College of Health Sciences,VA,260.0
Tidewater Tech-Trades,VA,466.0
Norfolk State University,VA,5004.0
Northern Virginia Community College,VA,32902.0
Old Dominion University,VA,18429.0
Patrick & Henry Community College,VA,1402.0
Paul D Camp Community College,VA,618.0
Southside College of Health Sciences,VA,107.0
Piedmont Virginia Community College,VA,3039.0
Radford University,VA,6437.0
Sylvain Melloul International Hair Academy,VA,146.0
Randolph-Macon College,VA,1490.0
Randolph College,VA,475.0
Rappahannock Community College,VA,1216.0
Fortis College-Norfolk,VA,441.0
Richard Bland College,VA,1243.0
Bon Secours Memorial College of Nursing,VA,427.0
University of Richmond,VA,3098.0
Riverside College of Health Careers,VA,322.0
Roanoke College,VA,1837.0
Bon Secours St Mary's Hospital School of Medical Imaging,VA,33.0
Shenandoah University,VA,2122.0
Southeastern Free Will Baptist Bible College,NC,61.0
Southern Virginia University,VA,1066.0
Southside Virginia Community College,VA,1575.0
Southwest Virginia Community College,VA,1554.0
Staunton School of Cosmetology,VA,44.0
Strayer University-Virginia,VA,2594.0
Sweet Briar College,VA,451.0
Virginia Peninsula Community College,VA,4327.0
Tidewater Community College,VA,13610.0
Union Presbyterian Seminary,VA,
University of Virginia's College at Wise,VA,1102.0
Virginia Highlands Community College,VA,1718.0
Virginia Polytechnic Institute and State University,VA,29699.0
Virginia Western Community College,VA,3535.0
Virginia Commonwealth University,VA,20918.0
University of Virginia-Main Campus,VA,17041.0
Virginia Military Institute,VA,1652.0
Asher Institute of Hampton,VA,34.0
Virginia University of Lynchburg,VA,217.0
Virginia State University,VA,3886.0
Virginia Union University,VA,1190.0
Virginia Wesleyan University,VA,1190.0
Washington and Lee University,VA,1850.0
Wytheville Community College,VA,1188.0
Bellevue College,WA,9752.0
Bellingham Technical College,WA,1706.0
Big Bend Community College,WA,1696.0
Central Washington University,WA,9508.0
Centralia College,WA,1616.0
City University of Seattle,WA,1004.0
Paul Mitchell the School-Richland,WA,286.0
Clark College,WA,5874.0
Clover Park Technical College,WA,1184.0
Columbia Basin College,WA,5301.0
Cornish College of the Arts,WA,428.0
Divers Institute of Technology,WA,247.0
Eastern Washington University,WA,7589.0
Edmonds College,WA,3839.0
Everett Community College,WA,6484.0
Paroba College of Cosmetology,WA,92.0
The Evergreen State College,WA,1819.0
Pierce College District,WA,6407.0
Glen Dow Academy of Hair Design,WA,105.0
Gonzaga University,WA,4962.0
Grays Harbor College,WA,1297.0
Green River College,WA,6330.0
Toni & Guy Hairdressing Academy-Shoreline,WA,110.0
Heritage University,WA,805.0
Highline College,WA,4254.0
International Air and Hospitality Academy,WA,158.0
Bastyr University,WA,67.0
Highlights Beauty Schools,WA,101.0
Bates Technical College,WA,703.0
Lake Washington Institute of Technology,WA,1522.0
Lower Columbia College,WA,1997.0
BJ's Beauty & Barber College,WA,39.0
North Seattle College,WA,2914.0
Northwest University,WA,754.0
Olympic College,WA,4122.0
Perry Technical Institute,WA,867.0
Pacific Lutheran University,WA,2331.0
Peninsula College,WA,1191.0
University of Puget Sound,WA,1866.0
Renton Technical College,WA,1056.0
Saint Martin's University,WA,1347.0
South Seattle College,WA,1808.0
Seattle Central College,WA,3325.0
Seattle Pacific University,WA,2611.0
Seattle University,WA,4233.0
Shoreline Community College,WA,2719.0
Skagit Valley College,WA,2987.0
South Puget Sound Community College,WA,3450.0
Spokane Community College,WA,4789.0
Spokane Falls Community College,WA,3646.0
Stylemaster College of Hair Design,WA,36.0
Tacoma Community College,WA,4945.0
Walla Walla Community College,WA,1863.0
Walla Walla University,WA,1316.0
Washington State University,WA,23966.0
University of Washington-Seattle Campus,WA,31367.0
Wenatchee Valley College,WA,2411.0
Western Washington University,WA,13933.0
Whatcom Community College,WA,3611.0
Whitman College,WA,1539.0
Whitworth University,WA,2293.0
Yakima Valley College,WA,2761.0
Alderson Broaddus University,WV,706.0
Appalachian Beauty School,KY,51.0
Appalachian Bible College,WV,167.0
B M Spurr School of Practical Nursing,WV,26.0
Ben Franklin Career Center,WV,39.0
Bethany College,WV,531.0
Bluefield State University,WV,1334.0
Cabell County Career Technology Center,WV,80.0
Charleston School of Beauty Culture,WV,52.0
University of Charleston,WV,2118.0
Clarksburg Beauty Academy and School of Massage Therapy,WV,47.0
Concord University,WV,1345.0
Davis & Elkins College,WV,659.0
Fairmont State University,WV,2908.0
Glenville State University,WV,1182.0
Huntington Junior College,WV,147.0
James Rumsey Technical Institute,WV,151.0
Ralph R Willis Career and Technical Center,WV,19.0
Marshall University,WV,7175.0
Mercer County Technical Education Center,WV,104.0
Monongalia County Technical Education Center,WV,69.0
Morgantown Beauty College Inc,WV,76.0
Mountain State College,WV,20.0
West Virginia University at Parkersburg,WV,1607.0
Potomac State College of West Virginia University,WV,998.0
Academy of Careers and Technology,WV,140.0
Salem University,WV,782.0
Shepherd University,WV,2299.0
Southern West Virginia Community and Technical College,WV,1215.0
Fred W Eberle Technical Center,WV,100.0
West Virginia School of Osteopathic Medicine,WV,
West Virginia State University,WV,1373.0
West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,55.0
West Liberty University,WV,1653.0
West Virginia University Institute of Technology,WV,1103.0
West Virginia Wesleyan College,WV,978.0
West Virginia Junior College-Charleston,WV,211.0
West Virginia Junior College-Morgantown,WV,558.0
International Beauty School 4,WV,83.0
West Virginia Northern Community College,WV,841.0
West Virginia University,WV,18878.0
Wheeling University,WV,599.0
Wood County School of Practical Nursing,WV,16.0
VICI Beauty School,WI,124.0
Alverno College,WI,858.0
Madison Area Technical College,WI,8536.0
Bellin College,WI,356.0
Beloit College,WI,956.0
Blackhawk Technical College,WI,2247.0
Cardinal Stritch University,WI,602.0
Carroll University,WI,2799.0
Carthage College,WI,2616.0
Concordia University-Wisconsin,WI,2628.0
Edgewood College,WI,1147.0
Fox Valley Technical College,WI,5758.0
Gateway Technical College,WI,4685.0
The Professional Hair Design Academy,WI,66.0
Lakeland University,WI,1396.0
Lakeshore Technical College,WI,1840.0
Lawrence University,WI,1468.0
Maranatha Baptist University,WI,563.0
Marian University,WI,1144.0
Marquette University,WI,7466.0
Medical College of Wisconsin,WI,
Mid-State Technical College,WI,2162.0
Milwaukee Area Technical College,WI,11010.0
Milwaukee Institute of Art & Design,WI,896.0
Milwaukee School of Engineering,WI,2554.0
Moraine Park Technical College,WI,2407.0
Mount Mary University,WI,659.0
Nashotah House,WI,
Nicolet Area Technical College,WI,807.0
Northcentral Technical College,WI,3187.0
Northeast Wisconsin Technical College,WI,7089.0
Northland College,WI,520.0
Ripon College,WI,790.0
Sacred Heart Seminary and School of Theology,WI,
Saint Norbert College,WI,1919.0
State College of Beauty Culture Inc,WI,45.0
Southwest Wisconsin Technical College,WI,1421.0
Viterbo University,WI,1639.0
Chippewa Valley Technical College,WI,4105.0
Waukesha County Technical College,WI,4449.0
Western Technical College,WI,3698.0
University of Wisconsin-Whitewater,WI,9298.0
Northwood Technical College,WI,2183.0
Wisconsin School of Professional Psychology,WI,
University of Wisconsin-Eau Claire,WI,9633.0
University of Wisconsin-Green Bay,WI,6475.0
University of Wisconsin-La Crosse,WI,9230.0
Wisconsin Lutheran College,WI,976.0
University of Wisconsin-Oshkosh,WI,8419.0
University of Wisconsin-Parkside,WI,3244.0
Herzing University-Madison,WI,1661.0
University of Wisconsin-Stout,WI,6480.0
University of Wisconsin-Superior,WI,2075.0
University of Wisconsin-Madison,WI,33506.0
University of Wisconsin-Milwaukee,WI,18322.0
University of Wisconsin-Platteville,WI,6124.0
University of Wisconsin-River Falls,WI,4730.0
University of Wisconsin-Stevens Point,WI,7103.0
Casper College,WY,2358.0
Central Wyoming College,WY,961.0
Eastern Wyoming College,WY,498.0
Laramie County Community College,WY,2489.0
Northwest College,WY,892.0
Northern Wyoming Community College District,WY,1687.0
Western Wyoming Community College,WY,1394.0
Cheeks Beauty Academy,WY,43.0
WyoTech,WY,742.0
University of Wyoming,WY,8700.0
American Samoa Community College,AS,1237.0
Guam Community College,GU,1533.0
University of Guam,GU,2742.0
Northern Marianas College,MP,1274.0
Institute of Beauty Careers,PR,220.0
American University of Puerto Rico,PR,223.0
American University of Puerto Rico,PR,266.0
American Educational College,PR,215.0
Antilles School of Technical Careers,PR,428.0
Universidad Adventista de las Antillas,PR,852.0
Atlantic University College,PR,1513.0
Universidad Central de Bayamon,PR,742.0
Columbia Central University-Caguas,PR,2217.0
Albizu University-San Juan,PR,666.0
Caribbean University-Bayamon,PR,616.0
Caribbean University-Carolina,PR,126.0
Pontifical Catholic University of Puerto Rico-Arecibo,PR,346.0
Pontifical Catholic University of Puerto Rico-Ponce,PR,4301.0
CEM College-San Juan,PR,236.0
Universidad Teologica del Caribe,PR,315.0
Colegio Universitario de San Juan,PR,675.0
Universidad Ana G. Mendez-Cupey Campus,PR,6116.0
Puerto Rico Conservatory of Music,PR,315.0
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,
EDP University of Puerto Rico Inc-San Sebastian,PR,910.0
Emma's Beauty Academy-Mayaguez,PR,200.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,485.0
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,283.0
Huertas College,PR,505.0
Humacao Community College,PR,282.0
ICPR Junior College-Arecibo,PR,275.0
ICPR Junior College-Mayaguez,PR,355.0
Richport Technical College,LA,66.0
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,244.0
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,99.0
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,216.0
Inter American University of Puerto Rico-San German,PR,2688.0
Inter American University of Puerto Rico-Aguadilla,PR,2986.0
Inter American University of Puerto Rico-Arecibo,PR,2665.0
Inter American University of Puerto Rico-Barranquitas,PR,1092.0
Inter American University of Puerto Rico-Metro,PR,3549.0
Inter American University of Puerto Rico-Ponce,PR,2934.0
Inter American University of Puerto Rico-Fajardo,PR,1288.0
Inter American University of Puerto Rico-Guayama,PR,1491.0
Inter American University of Puerto Rico-Bayamon,PR,3784.0
Inter American University of Puerto Rico-School of Law,PR,
International Technical College,PR,90.0
Liceo de Arte y Tecnologia,PR,948.0
Modern Hairstyling Institute-Bayamon,PR,138.0
Modern Hairstyling Institute-Arecibo,PR,73.0
NUC University,PR,23700.0
Ponce Health Sciences University,PR,
University of Puerto Rico-Aguadilla,PR,2166.0
University of Puerto Rico-Arecibo,PR,3085.0
University of Puerto Rico-Bayamon,PR,3326.0
University of Puerto Rico-Carolina,PR,2281.0
University of Puerto Rico-Cayey,PR,2537.0
University of Puerto Rico-Humacao,PR,2804.0
University of Puerto Rico-Utuado,PR,452.0
University of Puerto Rico-Mayaguez,PR,11050.0
University of Puerto Rico-Medical Sciences,PR,336.0
University of Puerto Rico at Ponce,PR,2249.0
University of Puerto Rico-Rio Piedras,PR,10133.0
Universidad Ana G. Mendez-Carolina Campus,PR,5495.0
Universidad del Sagrado Corazon,PR,3572.0
Seminario Evangelico de Puerto Rico,PR,
Universidad Central Del Caribe,PR,94.0
Universidad Politecnica de Puerto Rico,PR,3668.0
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,691.0
Universidad Ana G. Mendez-Gurabo Campus,PR,8772.0
College of Micronesia-FSM,FM,1936.0
Palau Community College,PW,523.0
University of the Virgin Islands,VI,1330.0
Stanford University,CA,7645.0
Purdue University-Main Campus,IN,37658.0
Blue Hills Regional Technical School,MA,56.0
Parker University,TX,466.0
EDP University of Puerto Rico Inc-San Juan,PR,1233.0
ICPR Junior College,PR,463.0
City College-Fort Lauderdale,FL,85.0
Meridian College,FL,194.0
Georgia State University-Perimeter College,GA,12963.0
Georgia Piedmont Technical College,GA,2018.0
ETI School of Skilled Trades,IL,406.0
Traxlers School of Hair,MS,74.0
Warren County Community College,NJ,897.0
St. John's College,NM,368.0
Bais Medrash Elyon,NY,40.0
Antioch University-Los Angeles,CA,102.0
Antioch University-Santa Barbara,CA,48.0
Antioch University-New England,NH,
Antioch University-Seattle,WA,98.0
Antioch University,OH,137.0
Mid-America Christian University,OK,1359.0
Miller-Motte College-Tulsa,OK,136.0
Ponca City Beauty College,OK,29.0
Francis Tuttle Technology Center,OK,734.0
Central Technology Center,OK,1122.0
Carrington College-Portland,OR,350.0
Career Technology Center of Lackawanna County,PA,69.0
Houston Graduate School of Theology,TX,
Palo Alto College,TX,7624.0
Sebring Career Schools-Huntsville,TX,21.0
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,60.0
Central Texas Beauty College-Round Rock,TX,156.0
Unification Theological Seminary,NY,
Athens Technical College,GA,3115.0
GateWay Community College-Central City,AZ,661.0
Carrington College-San Leandro Campus,CA,317.0
Headmasters School of Hair Design,ID,26.0
The Salon Professional Academy-Nampa,ID,91.0
Beckfield College-Florence,KY,753.0
Dorsey College-Wayne,MI,241.0
Ecumenical Theological Seminary,MI,8.0
Ross Medical Education Center-Saginaw,MI,67.0
Sussex County Community College,NJ,1863.0
Landmark College,VT,403.0
Yeshiva Gedolah of Greater Detroit,MI,54.0
Austin Graduate School of Theology,TX,5.0
Collin County Community College District,TX,24159.0
Owensboro Community and Technical College,KY,2359.0
Allure Beauty College,KY,24.0
Cloyd's Beauty School 3 Inc,LA,70.0
Moore Norman Technology Center,OK,351.0
Fayette County Career & Technical Institute Practical Nursing Program,PA,102.0
Franklin County Career and Technology Center,PA,57.0
Paul Mitchell the School-Knoxville,TN,142.0
Ogle School Hair Skin Nails-Hurst,TX,187.0
Tennessee College of Applied Technology Nashville,TN,709.0
ECPI University,VA,12022.0
Ms Roberts Academy of Beauty Culture,IL,49.0
Paul Mitchell the School-Houston,TX,364.0
Fortis Institute-Forty Fort,PA,172.0
Laurel Business Institute,PA,283.0
Aviation Institute of Maintenance-Philadelphia,PA,317.0
Dorsey College-Roseville,MI,428.0
Moler-Pickens Beauty Academy,OH,82.0
Red River Technology Center,OK,493.0
Southern Union State Community College,AL,3539.0
South University-Columbia,SC,486.0
Clinton Technical School,MO,14.0
Greene County Career and Technology Center,PA,19.0
Lac Courte Oreilles Ojibwe University,WI,263.0
Diesel Driving Academy-Shreveport,LA,283.0
Pima Medical Institute-Mesa,AZ,820.0
Platt College-Los Angeles,CA,670.0
Platt College-Aurora,CO,222.0
Paul Mitchell the School-Boise,ID,202.0
Educators of Beauty College of Cosmetology-Rockford,IL,78.0
Northwestern College,IL,474.0
Douglas J Aveda Institute,MI,889.0
Ross Medical Education Center-Brighton,MI,29.0
Ross Medical Education Center-Ann Arbor,MI,33.0
Taylortown School of Beauty Inc,MI,165.0
Pike-Lincoln Technical Center,MO,39.0
West Virginia Junior College-United Career Institute,PA,54.0
Bethel Seminary-San Diego,CA,
St Charles Community College,MO,5305.0
University of Massachusetts Global,CA,5019.0
New College of Florida,FL,632.0
Montana Bible College,MT,0.0
Conservatory of Recording Arts and Sciences,AZ,450.0
Adrian's Beauty College of Turlock,CA,72.0
San Joaquin Valley College-Fresno,CA,423.0
Dr. Ida Rolf Institute,CO,54.0
Aveda Institute-Fort Myers,FL,425.0
Elizabeth Grady School of Esthetics and Massage Therapy,MA,267.0
Ross Medical Education Center-Port Huron,MI,36.0
Capri Institute of Hair Design-Clifton,NJ,242.0
Raphael's School of Beauty Culture Inc-Alliance,OH,429.0
Metro Technology Centers,OK,2030.0
Luna Community College,NM,468.0
Grabber School of Hair Design,MO,206.0
Yeshivah Gedolah Rabbinical College,FL,52.0
Raphael's School of Beauty Culture Inc-Brunswick,OH,98.0
Caribbean University-Ponce,PR,369.0
Caribbean University-Vega Baja,PR,118.0
University of Advancing Technology,AZ,851.0
Paradise Valley Community College,AZ,4413.0
Chandler-Gilbert Community College,AZ,7317.0
Great Plains Technology Center,OK,194.0
Roane-Jackson Technical Center,WV,30.0
Pioneer Technology Center,OK,80.0
Portage Lakes Career Center,OH,167.0
Eastern College of Health Vocations-New Orleans,LA,26.0
Bell Mar Beauty College,IL,73.0
Caddo Kiowa Technology Center,OK,104.0
Center for Instruction Technology & Innovation,NY,35.0
International School of Skin Nailcare & Massage Therapy,GA,363.0
Palomar Institute of Cosmetology,CA,157.0
Southern Oklahoma Technology Center,OK,196.0
Autry Technology Center,OK,384.0
Greene County Career Center,OH,25.0
Canadian Valley Technology Center,OK,604.0
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,105.0
Meridian Technology Center,OK,264.0
Waynesville Career Center,MO,26.0
Capitol Beauty School,NE,154.0
Morris County Vocational School District,NJ,35.0
Ross Medical Education Center-Roosevelt Park,MI,122.0
Ross Medical Education Center-Kentwood,MI,127.0
South Florida Bible College and Theological Seminary,FL,220.0
Cloyd's Barber School 2 Inc,LA,29.0
Universal Technical Institute of Illinois Inc,IL,1331.0
Pennsylvania College of Technology,PA,4201.0
Commonwealth Institute of Funeral Service,TX,272.0
Delta College of Arts & Technology,LA,284.0
InterCoast Colleges-Santa Ana,CA,7.0
Stone Child College,MT,246.0
New York Academy of Art,NY,
Suffolk County Community College,NY,14594.0
Las Positas College,CA,6483.0
Blades School of Hair Design,MD,43.0
Ogeechee Technical College,GA,1825.0
Remington College-Mobile Campus,AL,295.0
Southern Technical College,FL,1294.0
Mercy-St Luke's School of Radiologic Technology,IA,21.0
Southwest Acupuncture College-Santa Fe,NM,
Northwest Technology Center-Alva,OK,48.0
Mercer County Career Center,PA,8.0
California State University-San Marcos,CA,14937.0
Hairmasters Institute of Cosmetology,IL,78.0
Tricoci University of Beauty Culture LLC-Bloomington,IN,120.0
Interactive College of Technology-Newport,KY,100.0
Miller-Motte College-McCann-Monroe,LA,205.0
Ross Medical Education Center-Taylor,MI,46.0
National Tractor Trailer School Inc-Liverpool,NY,157.0
Interactive College of Technology,TX,79.0
Butler Beauty Academy-New Castle Beauty Academy,PA,28.0
NorthWest Arkansas Community College,AR,4872.0
Brewster Technical College,FL,160.0
Hodges University,FL,430.0
University of St. Augustine for Health Sciences,CA,
Capital Area School of Practical Nursing,IL,105.0
Hair Professionals Career College,IL,72.0
Empire Beauty School-Bloomfield,NJ,86.0
Southwest Technology Center,OK,330.0
Western Area Career & Technology Center,PA,29.0
Hussian College-Daymar College Clarksville,TN,387.0
Nossi College of Art,TN,270.0
Seguin Beauty School-New Braunfels,TX,30.0
Pima Medical Institute-Seattle,WA,553.0
Mineral County Vocational Technical Center,WV,11.0
Hypnosis Motivation Institute,CA,265.0
Thanh Le College School of Cosmetology,CA,66.0
Southeastern Technical College,GA,959.0
Massachusetts School of Law,MA,
Alliance Career Center,OH,59.0
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,FL,2457.0
Erwin Technical College,FL,665.0
Rosel School of Cosmetology,IL,75.0
Worsham College of Mortuary Science,IL,211.0
Bryan University,MO,174.0
Oregon College of Oriental Medicine,OR,
Central Pennsylvania Institute of Science and Technology,PA,168.0
Northwest Educational Center,TX,89.0
Sebring Career Schools-Houston,TX,62.0
PCI Health Training Center,TX,333.0
Hamrick School,OH,165.0
Fortis College,AL,301.0
Downey Adult School,CA,1013.0
CRU Institute of Cosmetology and Barbering,CA,76.0
Modern Technology School,CA,111.0
National Career Education,CA,512.0
North-West College-Glendale,CA,123.0
Fremont University,CA,150.0
Pomona Unified School District Adult and Career Education,CA,61.0
Universal College of Beauty Inc-Los Angeles 2,CA,18.0
IBMC College,CO,409.0
Avalon Institute-Aurora,CO,177.0
Academy of Cosmetology,FL,122.0
Sunstate Academy,FL,308.0
Fortis College-Smyrna,GA,516.0
Ross College-Davenport,IA,48.0
Pivot Point Academy,IL,109.0
Blalock's Professional Beauty College,LA,22.0
Diesel Driving Academy-Baton Rouge,LA,272.0
New England Hair Academy,MA,176.0
Rob Roy Academy-Worcester,MA,45.0
Upper Cape Cod Regional Technical School,MA,76.0
All-State Career-Baltimore,MD,528.0
Adler Graduate School,MN,
Academy of Hair Design-Jackson,MS,57.0
KC's School of Hair Design,MS,57.0
Lincoln Technical Institute-Moorestown,NJ,746.0
MCVSD,NJ,74.0
National Tractor Trailer School Inc-Buffalo,NY,125.0
Yeshiva Gedolah Imrei Yosef D'spinka,NY,201.0
Knox County Career Center,OH,140.0
Madison Adult Career Center,OH,106.0
Remington College-Cleveland Campus,OH,252.0
Toledo Academy of Beauty Culture-East,OH,71.0
Brown & Clermont Adult Career Campuses,OH,51.0
Chisholm Trail Technology Center,OK,22.0
Gordon Cooper Technology Center,OK,236.0
Kiamichi Technology Center-McAlester,OK,538.0
YTI Career Institute-Altoona,PA,110.0
Eastern Center for Arts and Technology,PA,135.0
Empire Beauty School-Center City Philadelphia,PA,204.0
CEM College-Humacao,PR,162.0
Colegio Mayor de Tecnologia Inc,PR,128.0
Institucion Chaviano de Mayaguez,PR,100.0
Liceo de Arte-Dise-O y Comercio,PR,200.0
Universal Technology College of Puerto Rico,PR,92.0
Academy of Hair Technology,SC,74.0
Mr Wayne's School of Unisex Hair Design,TN,23.0
Queen City College,TN,117.0
College of the Marshall Islands,MH,1261.0
Remington College-Fort Worth Campus,TX,264.0
UCAS University of Cosmetology Arts & Sciences,TX,25.0
School of Automotive Machinists & Technology,TX,110.0
Nuvani Institute,TX,18.0
Nuvani Institute,TX,69.0
Texas College of Cosmetology-Abilene,TX,98.0
Centura College-Newport News,VA,174.0
Centura College-Norfolk,VA,222.0
Virginia Beach City Public Schools School of Practical Nursing,VA,26.0
Northwest College of Art & Design,WA,103.0
University of Washington-Bothell Campus,WA,5432.0
University of Washington-Tacoma Campus,WA,4313.0
Huntington School of Beauty Culture,WV,100.0
Valley College-Beckley,WV,90.0
Valley College-Martinsburg,WV,621.0
Bellus Academy-Poway,CA,422.0
Capstone College,CA,36.0
Central Coast College,CA,323.0
Pacific College of Health and Science,CA,262.0
Artistic Nails and Beauty Academy-Tampa,FL,233.0
National Aviation Academy of Tampa Bay,FL,762.0
Madison Oneida BOCES-Practical Nursing Program,NY,78.0
College of Health Care Professions,TX,259.0
Center for Advanced Legal Studies,TX,263.0
Houston Training School-Main Campus,TX,137.0
Bay Mills Community College,MI,464.0
Fond du Lac Tribal and Community College,MN,412.0
Northwest Indian College,WA,611.0
Provo College,UT,681.0
CET-Coachella,CA,87.0
CET-Oxnard,CA,94.0
CET-Santa Maria,CA,116.0
Colorado School of Traditional Chinese Medicine,CO,
Michigan College of Beauty-Troy,MI,323.0
Ogle School Hair Skin Nails-Dallas,TX,367.0
Phoenix Seminary,AZ,
Faust Institute of Cosmetology-Spirit Lake,IA,15.0
Cheeks Beauty Academy,CO,30.0
Colorado School of Healing Arts,CO,22.0
Mt. Diablo Adult Education-Mt. Diablo USD,CA,146.0
Greater Lowell Technical School,MA,80.0
Academy of Hair Design-Pearl,MS,42.0
Genesis Career College-Lebanon,TN,173.0
Southwest College for the Deaf,TX,49.0
Fortis College-Richmond,VA,455.0
Midwest College of Oriental Medicine-Racine,WI,8.0
Hacienda La Puente Adult Education,CA,748.0
La Belle Beauty Academy,FL,242.0
Hawaii Community College,HI,1634.0
Robert Fiance Beauty Schools-North Plainfield,NJ,162.0
Long Island Beauty School-Hauppauge,NY,206.0
Buckeye Joint Vocational School,OH,80.0
Sandusky Career Center,OH,92.0
Greater Altoona Career & Technology Center,PA,233.0
Central Texas Beauty College-Temple,TX,132.0
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,6.0
Empire Beauty School-Brooklyn,NY,127.0
Eastern New Mexico University Ruidoso Branch Community College,NM,345.0
UEI College-Ontario,CA,898.0
UEI College-Reseda,CA,736.0
Beacon College,FL,431.0
Acupuncture and Integrative Medicine College-Berkeley,CA,
Estrella Mountain Community College,AZ,6223.0
Heartland Community College,IL,3023.0
University of the Potomac-Washington DC Campus,DC,171.0
Rabbi Jacob Joseph School,NJ,91.0
The Salon Professional Academy-Melbourne,FL,141.0
Albert Einstein College of Medicine,NY,
Fortis Institute-Scranton,PA,241.0
Everglades University,FL,2212.0
Seminar L'moros Bais Yaakov,NY,475.0
Herzing University-Orlando,FL,727.0
Cortiva Institute,FL,106.0
College of Biblical Studies-Houston,TX,418.0
Inner State Beauty School,OH,79.0
Mid-EastCTC-Adult Education,OH,238.0
Polaris Career Center,OH,225.0
P&A Scholars Beauty School,MI,108.0
Sharp's Academy of Hairstyling,MI,29.0
The College of Health Care Professions-Northwest,TX,2991.0
School of Professional Horticulture New York Botanical Garden,NY,9.0
Fortis College,TX,327.0
Alhambra Beauty College,CA,48.0
UEI College-Gardena,CA,1248.0
Asian-American International Beauty College,CA,357.0
Copper Mountain Community College,CA,1087.0
Diversified Vocational College,CA,264.0
UEI College-Fresno,CA,1077.0
Santiago Canyon College,CA,11327.0
Southern California Institute of Technology,CA,521.0
Soka University of America,CA,435.0
Summit College,CA,1100.0
Advance Beauty College,CA,550.0
Los Angeles Pacific College,CA,47.0
World Mission University,CA,179.0
Yo San University of Traditional Chinese Medicine,CA,
John Amico School of Hair Design,IL,240.0
Delta College Inc,LA,178.0
Tri-State Cosmetology Institute,TX,134.0
Frontier Community College,IL,308.0
Lincoln Trail College,IL,437.0
Wabash Valley College,IL,482.0
Brookline College-Tempe,AZ,301.0
Inter American University of Puerto Rico-School of Optometry,PR,
Schiller International University,FL,17.0
Coconino Community College,AZ,2378.0
Emma's Beauty Academy-Juana Diaz,PR,318.0
Brillare Beauty Institute,TN,214.0
Pima Medical Institute-Denver,CO,768.0
ASA College,NY,2741.0
Ohio State School of Cosmetology-Heath,OH,66.0
Yeshivas Novominsk,NY,155.0
Southern Careers Institute-Corpus Christi,TX,518.0
Rabbinical College of Ohr Shimon Yisroel,NY,225.0
Carroll Community College,MD,2008.0
Galen College of Nursing-Tampa Bay,FL,2374.0
Galen College of Nursing-San Antonio,TX,3722.0
Sarasota School of Massage Therapy,FL,93.0
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,105.0
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,19.0
Central Susquehanna Intermediate Unit LPN Career,PA,74.0
Myotherapy Massage College,UT,48.0
City College-Gainesville,FL,147.0
G Skin & Beauty Institute,IL,574.0
Cosmetology Training Center,LA,89.0
Stage One-The Hair School,LA,53.0
Empire Beauty School-Malden,MA,79.0
Xenon International Academy-Omaha,NE,166.0
Capri Institute of Hair Design-Brick,NJ,132.0
Capri Institute of Hair Design-Kenilworth,NJ,74.0
Capri Institute of Hair Design-Paramus,NJ,80.0
Orlo School of Hair Design and Cosmetology,NY,55.0
Eastland-Fairfield Career and Technical Schools,OH,86.0
Empire Beauty School-Cincinnati,OH,126.0
Mahoning County Career and Technical Center,OH,76.0
Pickaway Ross Joint Vocational School District,OH,184.0
Pioneer Career and Technology Center,OH,26.0
Raphael's School of Beauty Culture Inc-Boardman,OH,174.0
Scioto County Career Technical Center,OH,75.0
Trumbull Career & Technical Center,OH,72.0
Pacific Bible College,OR,42.0
Lake Erie College of Osteopathic Medicine,PA,12.0
